,ID,time,t,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.communication,appCat.professional,appCat.recreation,appCat.convenience,mood_3dayavg,circumplex.arousal_3dayavg,circumplex.valence_3dayavg,activity_3dayavg,screen_3dayavg,call_3dayavg,sms_3dayavg,appCat.communication_3dayavg,appCat.professional_3dayavg,appCat.recreation_3dayavg,appCat.convenience_3dayavg,weekend
10,AS14.01,2014-03-31,11.0,0.7000000000000002,0.6097560975609757,0.6,0.2952641438448549,0.4895780417049046,0.6000000000000001,0.0,0.3290635961362142,0.030577333861052696,0.32310995707713924,0.2598141634526659,0.6382978723404253,0.47916666666666663,0.7214285714285715,0.18721603099550221,0.0,0.48,0.19999999999999998,0.0,0.03191370564916184,0.18467303160701765,0.39670731203551046,0
11,AS14.01,2014-04-01,12.0,0.0,0.7073170731707318,0.0,0.5458530563272028,0.7553588573816814,0.1,0.0,0.3852772136153424,0.4745130825480546,0.676301632353574,0.08750275555451513,0.8510638297872335,0.6041666666666666,0.7214285714285715,0.07536125769583624,0.16395961032602863,0.5333333333333333,0.19999999999999998,0.1779524669932698,0.014765717050850906,0.28597415546463456,0.46420309665886794,0
12,AS14.01,2014-04-02,13.0,0.25,0.7723577235772359,0.6666666666666666,0.45946206516472593,0.9637479758471119,0.4,0.0,0.44604022813228167,0.25070967875825867,0.5040938842251945,0.4975204886451647,0.4255319148936163,0.6041666666666666,0.29285714285714287,0.2984285638123674,0.3738801445604169,0.37333333333333335,0.0,0.31243217904349974,0.24390688238822728,0.5881825524628228,0.4187596465467709,0
13,AS14.01,2014-04-03,14.0,0.20000000000000018,0.024390243902439046,0.0,0.18409340397416118,0.9659054674973575,0.4,0.0,1.0,0.05650302919800002,0.46767105659063096,0.17793566536155797,0.21276595744680815,0.7777777777777778,0.2571428571428572,0.6237872082763393,0.7731526726026792,0.5866666666666667,0.0,0.5364426067347244,0.36497395106321756,0.8087273116136553,0.7952904197350977,0
14,AS14.01,2014-04-04,15.0,0.10000000000000009,0.7073170731707318,0.4,0.5889583924434423,0.516597830362885,0.2,0.25,0.3400420256086968,0.0,0.37597290189065224,0.1417466996747958,0.0,0.5277777777777777,0.0,0.5293617828527944,0.9999999999999998,0.48,0.0,0.8992745628218104,0.377493403656157,0.9012283660768501,0.7164825920904887,0
15,AS14.01,2014-04-05,16.0,0.3999999999999999,0.41463414634146345,0.6,0.5487754729032739,0.06646572112248486,0.0,0.0,0.07505396150346959,0.0,0.017485306863580734,0.048430455656543775,0.042553191489361986,0.5277777777777777,0.17142857142857149,0.5659742917335938,0.8862918699763194,0.5333333333333333,0.19999999999999998,0.8748120777727051,0.14835223831878058,0.7090554762267688,0.7686922380739576,1
16,AS14.01,2014-04-06,17.0,0.25,0.2439024390243903,0.5,0.26338924391974233,0.27198074055372357,0.4,0.0,0.18339579503699344,0.0,0.03809517605538494,0.08548364127264677,0.10638297872340363,0.375,0.14285714285714285,0.6418346892765819,0.4589679948778201,0.32,0.19999999999999998,0.6741884836031079,0.027285169643790276,0.39768674239541413,0.3364443251078723,1
17,AS14.01,2014-04-07,18.0,0.25,0.2845528455284554,0.25,0.19157978867136322,0.39045548501404603,0.1,0.0,0.478082894212611,0.04686844519945866,0.1840419998681439,0.13545233037001486,0.12765957446808507,0.46875,0.35714285714285715,0.7091864351576279,0.1284916015435668,0.32,0.19999999999999998,0.23258164973719578,0.0,0.12281181369609889,0.24745950797447858,0
18,AS14.01,2014-04-08,19.0,0.2999999999999998,0.41463414634146345,0.3333333333333333,0.32046836251266436,0.6521367977386413,0.1,0.0,0.6344825004684537,0.014179492766835514,0.6556533519354485,0.17365553325100805,0.1914893617021285,0.2881944444444444,0.29285714285714287,0.371663776236434,0.06841726535264109,0.26666666666666666,0.0,0.3072320012266747,0.022632653441050952,0.0,0.24140119495131185,0
19,AS14.01,2014-04-09,20.0,0.7000000000000002,0.21951219512195125,1.0,0.5559987314688746,0.5753047686584345,0.4,0.0,0.3912862404926768,0.0,0.39121339828499496,0.30742429296860524,0.1489361702127665,0.2881944444444444,0.1785714285714286,0.17774587975640366,0.3473386779571213,0.32,0.0,0.60976224092554,0.0294798945730308,0.4083478701568266,0.36192998531659437,0
20,AS14.01,2014-04-10,21.0,0.7000000000000002,0.41463414634146345,0.8,0.33947536267372375,0.36305199506492214,0.7000000000000001,0.0,0.2958149246248449,0.017191643653063075,0.3089492429338226,0.07455798954742579,0.3404255319148932,0.27777777777777773,0.39285714285714285,0.42628047957043214,0.491794448053645,0.32,0.0,0.7221861555352099,0.0294798945730308,0.6342994436875689,0.5755472478941891,0
21,AS14.01,2014-04-11,22.0,0.5,0.024390243902439046,0.8,0.3448234791539474,0.4243419573692928,0.0,0.0,0.18198465004952769,0.06973974245516983,0.2570913918757112,0.01947908802362853,0.5319148936170208,0.3333333333333333,0.6285714285714286,0.5518989877289239,0.4787437436018153,0.64,0.0,0.6236184767556618,0.015149042295341544,0.7142244839131208,0.5169366135034755,0
22,AS14.01,2014-04-12,23.0,0.625,0.2439024390243903,0.75,0.30437850268078,0.48529408329164425,0.0,0.0,0.42208716382699923,0.0,0.24338565983130284,0.046382078848851246,0.6170212765957448,0.16666666666666652,0.8285714285714287,0.5725855663445568,0.37025817687905876,0.5866666666666667,0.0,0.37891468777176196,0.041978946102537905,0.45919459206450064,0.3685422119742984,1
23,AS14.01,2014-04-13,24.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016944792627414038,0.06108277337270478,0.0,0.06118501524577595,0.5851063829787231,0.17708333333333331,0.7214285714285715,0.3588661364287279,0.32739126998473606,0.37333333333333335,0.0,0.3955713473274557,0.041978946102537905,0.3646032965368978,0.11728980385824318,1
24,AS14.01,2014-04-14,25.0,0.6000000000000001,0.024390243902439046,0.6,0.3652160772996748,0.795772832291844,0.1,0.25,0.41407028933003903,0.0662043192939234,1.0,0.11082108696627596,0.7127659574468082,0.0,0.8071428571428572,0.0705249274148908,0.15449050818264748,0.0,0.0,0.2447627238808824,0.06317386144170378,0.16691435502246804,0.10441835313026925,0
25,AS14.01,2014-04-15,26.0,0.20000000000000018,0.6097560975609757,0.8,0.3977556745433908,0.5766460546283788,0.8,0.25,0.39476086541481925,0.009667195868372567,0.5715453454073371,0.07699263169599747,0.7553191489361701,0.0,0.7214285714285715,0.08784584978746324,0.3313816480300987,0.05333333333333333,0.19999999999999998,0.37027102242442933,0.06146661455447657,0.6422831081140806,0.1923347741346742,0
26,AS14.01,2014-04-16,27.0,0.6000000000000001,0.9756097560975612,0.5,0.5336580663672419,0.5237222735631148,0.0,0.25,0.31744926351288677,0.0,0.23088201946910075,0.009073333840550441,0.5744680851063828,0.1562499999999999,0.7428571428571429,0.16715789887726906,0.37488733220467413,0.48,0.39999999999999997,0.3554933859026769,0.06613487894653204,0.8522643343931506,0.22179734647203952,0
27,AS14.01,2014-04-17,28.0,0.2999999999999998,0.41463414634146345,0.6,0.2242364645291665,0.6480208112438011,0.2,0.0,0.809542732581209,0.0,0.2207514516242614,0.021733277929617784,0.40425531914893664,0.5729166666666666,0.5285714285714285,0.6204326545013169,0.6243060967416698,0.48,0.6,0.518001522823545,0.03663816244400446,1.0,0.17163999744636432,0
28,AS14.01,2014-04-18,29.0,0.3999999999999999,0.21951219512195125,0.8,0.41825146910868477,0.5719403485669659,0.1,0.0,0.32972823650940314,0.08832109647035806,0.27902970546788297,0.01590613362049625,0.2765957446808516,0.7395833333333333,0.5285714285714287,0.5006883771187464,0.5539403162356669,0.5333333333333333,0.39999999999999997,0.7318668598913075,0.004668264392055468,0.5013782223831078,0.0858932279833413,0
29,AS14.01,2014-04-19,30.0,0.8999999999999999,0.5121951219512196,1.0,0.44647359897354494,0.5621059935167951,0.1,0.0,0.13715959378536202,0.07087819318382277,0.06863883979227837,0.0,0.36170212765957466,0.5729166666666666,0.5285714285714285,0.5180969517443407,0.5516992593790875,0.16,0.19999999999999998,0.6966982271872932,0.042650033715441675,0.31420473496196066,0.02709764276889222,1
30,AS14.01,2014-04-20,31.0,0.625,0.4878048780487806,0.75,0.3015025972614458,0.31561441977930604,0.2,0.5,0.30342756219416506,0.007860942987039751,0.30115075316889806,0.0026531356747255645,0.4893617021276597,0.375,0.7428571428571429,0.4440448186601277,0.5699792151733052,0.21333333333333332,0.0,0.5992003821563459,0.07687693362710867,0.2103893568963905,0.018364584076579038,1
31,AS14.01,2014-04-21,32.0,0.7999999999999998,0.4878048780487806,1.0,0.460112603915198,0.09099471348437382,0.2,0.0,0.08381793009619092,0.024656055950109775,0.024704258827871327,0.025913917452365483,0.6276595744680851,0.40624999999999994,0.8071428571428572,0.5096725860255663,0.4116731898839611,0.21333333333333332,0.39999999999999997,0.3255011817263723,0.080672963079086,0.26183487160271135,0.0,0
32,AS14.01,2014-04-22,33.0,0.7000000000000002,0.7073170731707318,1.0,0.40725591051589893,0.6715154784691943,0.2,0.0,0.7732582314273365,0.028500550695892843,0.2515453498998781,0.03089927643527812,0.7978723404255312,0.5208333333333333,0.8928571428571428,0.5452283039007458,0.1826264753044165,0.26666666666666666,0.39999999999999997,0.19251671854318989,0.049929276313434794,0.09909833964358311,0.00963246422093457,0
33,AS14.01,2014-04-23,34.0,0.7999999999999998,0.7073170731707318,1.0,0.16708986715030819,0.6239609253007222,0.1,0.0,0.5940233651302101,0.013379019598251414,0.06627969415229513,0.010647657729891288,0.7127659574468082,0.6041666666666666,0.8928571428571428,0.511917857995209,0.23473191351654138,0.32,0.39999999999999997,0.5365089533226054,0.0294652201238953,0.2161356692576743,0.039372932212237186,0
34,AS14.01,2014-04-24,35.0,0.7999999999999998,0.41463414634146345,1.0,0.1927944594558439,1.0,0.1,0.0,0.6502938675725427,0.1556008662898514,0.7715509161582887,0.00043991330489015837,0.7872340425531918,0.6979166666666666,1.0,0.3977513134723717,0.3815796004274233,0.26666666666666666,0.0,0.6936586369629474,0.03212988533886525,0.06584751639331832,0.0470676375489603,0
35,AS14.01,2014-04-25,36.0,0.6000000000000001,0.5121951219512196,0.8,0.49680883812368853,0.5960038697749496,0.2,0.25,0.4724923255037176,0.015617379754847685,0.29141227184770463,0.036446475914014995,0.7872340425531918,0.6666666666666666,1.0,0.1706984977461602,0.8144864805908894,0.21333333333333332,0.0,1.0,0.09536280249050458,0.5437361292903751,0.022548979109006453,0
36,AS14.01,2014-04-26,37.0,0.7999999999999998,0.5121951219512196,1.0,1.0000000000000002,0.6711045869747216,0.30000000000000004,1.0,0.1253402689759801,0.020209723970169045,0.24821727546026928,0.01743168663346346,0.744680851063829,0.5833333333333333,0.9142857142857141,0.24676233700031125,0.7785246491022582,0.21333333333333332,0.19999999999999998,0.8373504830828551,0.08914155188384136,0.5692459817388317,0.027888143243943578,1
37,AS14.01,2014-04-27,38.0,0.75,0.6097560975609757,1.0,0.07275303011773174,0.183997870228944,0.0,0.0,0.11529263076670394,0.0,0.1408183635312586,1.0,0.744680851063829,0.5,0.9142857142857141,0.9542137196698114,0.8009764607666363,0.32,1.0,0.5838939653215749,0.09244008171878605,0.6856633178970988,0.03441775227480125,1
38,AS14.01,2014-04-28,39.0,0.7999999999999998,0.21951219512195125,0.8,0.029555574756442687,0.43833467782594837,0.2,0.0,0.2822539767710402,0.34483568805857107,0.4142658620675326,0.040091611214180214,0.7234042553191493,0.5833333333333333,0.9142857142857141,0.8522537700743896,0.4123616293171836,0.26666666666666666,1.0,0.29457363012825244,0.017300817617356225,0.28207323454402017,0.9964915673690414,0
39,AS14.01,2014-04-29,40.0,0.5,0.4878048780487806,1.0,0.46386162650909674,0.29219763804424337,0.0,0.0,0.218683777742196,0.0,0.22725844813928497,0.008769003571978979,0.8085106382978724,0.4583333333333333,0.9142857142857141,0.4553814615396977,0.33727287131207434,0.26666666666666666,0.7999999999999999,0.19169569446109194,0.1762795045905972,0.36068419335775503,0.9999999999999999,0
40,AS14.01,2014-04-30,41.0,0.8999999999999999,0.41463414634146345,0.75,0.7163086044338147,0.3570515150927206,0.1,0.0,0.19775519556085075,0.2779583783599492,0.034832243461583784,0.15050789990655503,0.6808510638297873,0.44791666666666663,0.9142857142857141,0.0,0.1568213078646144,0.10666666666666666,0.0,0.24217440999752612,0.16652028008870529,0.3472731606938666,0.9916621915452123,0
41,AS14.01,2014-05-01,42.0,1.0,0.41463414634146345,1.0,0.12045943409522958,0.6728442151830236,0.7000000000000001,1.0,0.5397128149369306,1.0,0.5734632111987371,0.012629706145715677,0.744680851063829,0.36458333333333326,0.8071428571428572,0.5466187322237063,0.23923679500227474,0.16,0.0,0.28676888052545535,0.3007456767641194,0.27945527678248483,0.174028397931555,0
42,AS14.01,2014-05-02,43.0,0.7999999999999998,0.5121951219512196,1.0,0.3309961027823525,0.651508682974292,0.625,0.0,0.5201499876687842,0.7928746029134262,0.09437256441096555,0.000937376243901205,0.829787234042553,0.44791666666666663,0.8928571428571428,0.6238300164221467,0.3509201852881288,0.42666666666666664,0.7999999999999999,0.4259986097899351,0.6171228630780838,0.3813217035870723,0.14759639036077615,0
43,AS14.01,2014-05-03,44.0,1.0,0.5121951219512196,1.0,0.30172207045584204,0.3077719746512867,0.55,0.25,0.27064148627734996,0.2196209314839439,0.3014110959250743,0.038225637484125066,0.957446808510638,0.4583333333333333,0.8928571428571428,0.5109776272358154,0.52203934793369,0.76,0.7999999999999999,0.5890268402033064,1.0,0.29629132951333426,0.1400584707477271,1
44,AS14.01,2014-05-04,45.0,1.0,0.36585365853658547,1.0,0.5496407618277153,0.19339160380299344,0.47500000000000003,0.25,0.18530763085991575,0.0,0.12794633479966133,0.003943613063571872,1.0,0.5,1.0,0.15883901692093538,0.4985703401898897,1.0,1.0,0.6284426108788956,0.9718289947071769,0.4668685112963211,0.03198710413951865,1
45,AS14.02,2014-03-16,1.0,0.4074074074074072,0.7272727272727273,0.5555555555555556,0.18853286309758643,0.37516488837138984,0.125,0.14285714285714285,0.6975980696378753,0.0,0.07883049063391001,0.5576338417687704,,,,,,,,,,,,1
46,AS14.02,2014-03-17,2.0,0.5,0.9090909090909092,0.7777777777777778,0.1098994466406958,0.7774584123021046,0.125,0.0,1.0,0.0,0.7633041398832939,0.14169375543995855,,,,,,,,,,,,0
47,AS14.02,2014-03-18,3.0,0.822222222222222,0.9454545454545454,0.9111111111111112,0.49206925405417,0.34530888840752844,0.5833333333333334,0.14285714285714285,0.8705135060719994,0.0,0.08797657127090047,0.12122926325368621,,,,,,,,,,,,0
48,AS14.02,2014-03-19,4.0,0.5111111111111111,0.8727272727272728,0.7333333333333334,0.7076252084000156,0.626171054170196,0.16666666666666666,0.14285714285714285,0.5747946710531554,0.0,0.07123046085162725,0.144203822352303,0.8143236074270557,0.9130434782608697,0.7664670658682635,0.31881731172276934,0.8258845298390355,0.4358974358974359,0.2222222222222222,1.0000000000000002,0.0,0.4816677230961285,0.6596566424602054,0
49,AS14.02,2014-03-20,5.0,0.6111111111111109,0.5454545454545454,0.8888888888888888,0.535877913456248,0.3336668726763488,0.37499999999999994,0.14285714285714285,0.47682950150018255,0.0,0.0816904657277461,0.11868093729205183,0.8885941644562334,1.0,0.9101796407185629,0.531950431493145,0.964369251253305,0.46153846153846156,0.2222222222222222,0.9520259739698282,0.0,0.47773196892645786,0.32729471650319714,0
50,AS14.02,2014-03-21,6.0,0.6666666666666665,0.4545454545454546,0.8888888888888888,0.649326362977107,0.8536818312098445,0.37499999999999994,0.14285714285714285,0.6326632605271753,0.0,0.24749222959804126,0.051846477366356364,0.9681697612732099,0.7826086956521741,1.0,0.7068521044016614,0.7195212909034211,0.6153846153846154,0.3333333333333333,0.7476456766612555,0.0,0.12475126529605021,0.3087944039904961,0
51,AS14.02,2014-03-22,7.0,0.4444444444444444,0.36363636363636365,0.33333333333333337,0.9999999999999999,0.5807778527363696,0.9999999999999999,0.14285714285714285,0.4099620284206957,0.0,0.3128827351814893,0.05903371305439754,0.8567639257294433,0.4891304347826088,0.9820359281437125,0.7714199959032941,1.0000000000000002,0.4871794871794872,0.3333333333333333,0.6547277769731764,0.0,0.2073581017656081,0.2530166537963428,1
52,AS14.02,2014-03-23,8.0,0.38888888888888884,0.36363636363636365,0.5555555555555556,0.5038690995877109,0.3465375454474536,0.29166666666666663,0.14285714285714285,0.4072270388808075,0.0,0.1635374344315306,0.08453200301153374,0.8090185676392574,0.18478260869565227,0.6586826347305389,0.8914655948026822,0.9749557353116816,1.0,0.3333333333333333,0.5903347261341456,0.0,0.3325002358821508,0.18454726301486332,1
53,AS14.02,2014-03-24,9.0,0.4222222222222223,0.8,0.4666666666666667,0.3500210116413731,0.21171293739532165,0.16666666666666666,0.0,0.6666896113335733,0.0,0.22331281178327247,0.11178201086830278,0.6498673740053049,0.07608695652173925,0.3892215568862275,0.8783231579671403,0.9820567223629295,0.9487179487179488,0.3333333333333333,0.5631440262679496,0.0,0.374885536674231,0.1570944776973581,0
54,AS14.02,2014-03-25,10.0,0.7222222222222221,0.2727272727272727,0.8888888888888888,0.5167961382733564,0.3548679415128183,0.24999999999999997,0.0,0.6172375830987957,0.0,0.17753627525836851,0.068832128856478,0.47480106100795716,0.282608695652174,0.047904191616766456,0.755431953981099,0.6278706682729636,0.8205128205128205,0.2222222222222222,0.5764366635899676,0.0,0.3623639746263384,0.20527745525685911,0
55,AS14.02,2014-03-26,11.0,0.5999999999999999,0.29090909090909095,0.7333333333333334,0.6590239276628617,0.46446773574554545,0.16666666666666666,0.0,0.5608198195885186,0.0,0.6800778427115889,0.05732025420405465,0.6737400530503979,0.22826086956521757,0.4970059880239521,0.5570342171104243,0.5032320124018866,0.35897435897435903,0.1111111111111111,0.657410341600071,0.0,0.29227340797692947,0.21315453286216599,0
56,AS14.02,2014-03-27,12.0,0.6111111111111109,0.7272727272727273,0.7777777777777778,0.5130641138474027,0.43977758965526664,0.08333333333333334,0.0,0.6633390997486565,0.0,0.16705729147657342,1.0,0.8249336870026527,0.18478260869565227,0.6407185628742516,0.6207389371941446,0.5682962688825565,0.2820512820512821,0.0,0.7174124599830963,0.0,0.5597692104842962,0.19127864379373943,0
57,AS14.02,2014-03-28,13.0,0.5111111111111111,0.5090909090909091,0.8222222222222222,0.5864858887155163,0.3037651880386765,0.29166666666666663,0.2857142857142857,0.2755854431360327,0.0,1.0,0.17171344518639675,0.9602122015915118,0.14130434782608703,0.8922155688622755,0.6876824884614352,0.6941237350412022,0.23076923076923078,0.0,0.7161035586673211,0.0,0.5306367064077687,0.9053289731678463,0
58,AS14.02,2014-03-29,14.0,0.6111111111111109,0.4545454545454546,0.6666666666666667,0.9695672595012166,0.33695040797785936,0.125,0.0,0.4739783130844801,0.0,0.46341290361197757,0.07220165798322886,0.8090185676392574,0.282608695652174,0.8383233532934131,0.7162962679982976,0.6659294054085145,0.2564102564102564,0.2222222222222222,0.5826347064634463,0.0,0.9565580681372811,0.9880366403291876,1
59,AS14.02,2014-03-30,15.0,0.5555555555555554,0.36363636363636365,0.8888888888888888,0.5196994773617176,0.30127519840536393,0.37499999999999994,0.14285714285714285,0.24586708265126433,0.0,0.4676095776317536,0.1547141297501001,0.816976127320955,0.38043478260869573,0.784431137724551,0.8438016526135036,0.5955757487355752,0.23076923076923078,0.2222222222222222,0.5487094507983928,0.0,0.8443558844733903,1.0,1
60,AS14.02,2014-03-31,16.0,0.5999999999999999,0.43636363636363634,0.7333333333333334,0.3505775965008952,0.3653331063113899,0.5416666666666666,0.2857142857142857,0.5491939560648728,0.0,0.6988897340179362,0.11169046242893041,0.7771883289124668,0.16304347826086962,0.874251497005988,0.846526053655851,0.5191614303605158,0.41025641025641024,0.3333333333333333,0.3856210212767798,0.0,1.0,0.3204633755985251,0
61,AS14.02,2014-04-01,17.0,0.6444444444444444,0.6545454545454545,0.9111111111111112,0.5872979260150164,0.2523535866872997,0.041666666666666664,0.14285714285714285,0.29273484788792486,0.0,0.0782798103861331,0.2547137198317148,0.8408488063660475,0.11956521739130443,0.8023952095808382,0.7496649252758707,0.5531295840228739,0.5641025641025642,0.3333333333333333,0.49250814388576303,0.0,0.8440669288385888,0.2722100964120906,0
62,AS14.02,2014-04-02,18.0,0.4222222222222223,0.5090909090909091,0.4666666666666667,0.7154468748689716,0.5267728024264712,0.041666666666666664,0.0,0.6512499900400961,0.0,0.3910691109550622,0.17591510863520407,0.8647214854111409,0.23913043478260881,1.0,0.5927097006886383,0.5064559607209415,0.5128205128205128,0.4444444444444444,0.4217040878307543,0.0,0.644621765995229,0.41893398567384665,0
63,AS14.02,2014-04-03,19.0,0.2777777777777777,0.6363636363636364,0.5555555555555556,0.7230364411161522,0.5214522947327971,0.041666666666666664,0.0,0.7957810290838037,0.0,0.19598143571041685,0.07669846266941585,0.7692307692307692,0.32608695652173925,0.6586826347305389,0.6730812451646913,0.6308671391199575,0.3076923076923077,0.3333333333333333,0.5800698201752206,0.0,0.604984492260646,0.43597773635352055,0
64,AS14.02,2014-04-04,20.0,0.4222222222222223,0.29090909090909095,0.6444444444444445,0.5095248813466591,0.27956769883807486,0.16666666666666666,0.0,0.6218158188058914,0.0,0.2776900043943465,0.20339057160386034,0.5384615384615383,0.44565217391304357,0.5149700598802396,0.8260084001445431,0.7170009687299043,0.0,0.1111111111111111,0.6764008240077646,0.0,0.34454821915024353,0.4078471994138602,0
65,AS14.02,2014-04-05,21.0,0.6444444444444444,0.7272727272727273,0.8222222222222222,0.721722405189257,0.9999999999999999,0.3333333333333333,0.14285714285714285,0.5111995796477998,0.0,0.3074860103566427,0.1378651177217283,0.3793103448275863,0.22826086956521757,0.2994011976047904,0.7940757165012303,0.7320154952764658,0.07692307692307693,0.0,0.8049586591067776,0.0,0.4478148542853133,0.36658783364438147,1
66,AS14.02,2014-04-06,22.0,0.0,0.36363636363636365,0.0,0.3216568638361128,0.2793073666067636,0.20833333333333334,0.0,0.2709806476858937,0.0,0.29505541110499567,0.04100686886574217,0.5384615384615383,0.35869565217391314,0.5868263473053892,0.7966523743299964,0.9931036498764404,0.2564102564102564,0.1111111111111111,0.7502469645516703,0.0,0.404530479602847,0.3359989366878927,1
67,AS14.02,2014-04-07,23.0,0.5111111111111111,0.7272727272727273,0.8222222222222222,0.30607704676973635,0.4871872550798757,0.041666666666666664,0.0,0.8324662315000322,0.0,0.8018149673489824,0.14504005585821197,0.3395225464190985,0.19565217391304351,0.13772455089820357,0.631850711789647,0.8595078363764218,0.35897435897435903,0.1111111111111111,0.5452299418309314,0.0,0.45583696430558707,0.3073059867327649,0
68,AS14.02,2014-04-08,24.0,0.38888888888888884,0.6363636363636364,0.7777777777777778,0.5872766398321363,0.3121499156782894,0.37499999999999994,0.14285714285714285,0.5015043881122129,0.0,0.24226806682326685,0.18368989400876953,0.4031830238726797,0.4565217391304349,0.28143712574850294,0.548317459784854,0.9740553667719353,0.2820512820512821,0.1111111111111111,0.6275220322642706,0.0,0.7272605070377557,0.26039722616143235,0
69,AS14.02,2014-04-09,25.0,0.6111111111111109,0.5454545454545454,0.6666666666666667,0.5542278824753347,0.4405768750077664,0.4583333333333333,0.14285714285714285,0.49922246352240573,0.0,0.26907912889742763,0.08389253033054452,0.22015915119363427,0.4021739130434783,0.24550898203592814,0.4931156336169409,0.5945558154404879,0.3076923076923077,0.1111111111111111,0.6237345363443194,0.0,0.6934867192300808,0.29723637713747164,0
70,AS14.02,2014-04-10,26.0,0.6111111111111109,0.8181818181818182,0.8888888888888888,0.5845853478943568,0.6002665608698604,0.0,0.14285714285714285,0.6034012849603682,0.0,0.3685210030789623,0.19295404951540815,0.6578249336870026,0.5108695652173914,0.784431137724551,0.5886065173090753,0.6835311713742953,0.46153846153846156,0.2222222222222222,0.7128988342408513,0.0,0.6800346323383542,0.331712734370795,0
